Organism;Body Site;Project ID;CDS Count;Contig Count;Contig Locus Min;Contig Locus Max;Contig ASM;Contig CDS;Contig PEP;Contig GBK;Scaffold Count;Scaffold Locus Min;Scaffold Locus Max;Scaffold ASM;Scaffold CDS;Scaffold PEP;Scaffold GBK
Streptococcus infantarius subsp. infantarius ATCC BAA-102;Gastrointestinal_tract;20527;4102;22;ABJK02000001;ABJK02000022;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.ABJK02000001-ABJK02000022.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.ABJK02000001-ABJK02000022.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.ABJK02000001-ABJK02000022.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.ABJK02000001-ABJK02000022.nuc.gbk;21;DS572674;DS572694;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.DS572674-DS572694.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.DS572674-DS572694.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.DS572674-DS572694.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20527/20527.DS572674-DS572694.nuc.gbk
Eubacterium rectale DSM 17629;Gastrointestinal_tract;39159;2898;;;;;;;;1;FP929042;FP929042;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39159/39159.FP929042.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39159/39159.FP929042.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39159/39159.FP929042.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39159/39159.FP929042.nuc.gbk
Anaerococcus hydrogenalis DSM 7454;Gastrointestinal_tract;30747;2069;52;ABXA01000001;ABXA01000052;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30747/30747.ABXA01000001-ABXA01000052.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30747/30747.ABXA01000001-ABXA01000052.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30747/30747.ABXA01000001-ABXA01000052.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30747/30747.ABXA01000001-ABXA01000052.nuc.gbk;;;;;;;
Acidaminococcus sp. HPA0509;Gastrointestinal_tract;169431;4216;38;ATBZ01000001;ATBZ01000038;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.nuc.gbk;1;KE150449;KE150449;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.nuc.gbk
Synergistes sp. 3_1_syn1;Gastrointestinal_tract;39419;5920;65;ACUH01000001;ACUH01000065;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.nuc.gbk;8;JH414690;JH414697;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.nuc.gbk
Enterococcus faecium PC4.1;Gastrointestinal_tract;42757;2695;78;ADMM01000001;ADMM01000078;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.nuc.gbk;;;;;;;
Escherichia coli MS 107-1;Gastrointestinal_tract;40713;5148;72;ADWV01000001;ADWV01000072;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.nuc.gbk;;;;;;;
Veillonella sp. HPA0037;Gastrointestinal_tract;169494;3722;25;ATCG01000001;ATCG01000025;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.nuc.gbk;3;KE150483;KE150485;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.nuc.gbk
butyrate-producing bacterium SM4/1;Gastrointestinal_tract;45955;1684;;;;;;;;1;FP929060;FP929060;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.nuc.gbk
Escherichia coli MS 110-3;Gastrointestinal_tract;47225;10858;411;ADTW01000001;ADTW01000411;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.nuc.gbk;80;GG772980;GG773059;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.nuc.gbk
Clostridium sp. D5;Gastrointestinal_tract;32459;4498;171;ADBG01000001;ADBG01000171;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.ADBG01000001-ADBG01000171.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.ADBG01000001-ADBG01000171.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.ADBG01000001-ADBG01000171.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.ADBG01000001-ADBG01000171.nuc.gbk;47;GL870809;GL870855;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.GL870809-GL870855.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.GL870809-GL870855.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.GL870809-GL870855.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32459/32459.GL870809-GL870855.nuc.gbk
Fusobacterium necrophorum D12;Gastrointestinal_tract;32485;3666;118;ACDG02000001;ACDG02000118;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.ACDG02000001-ACDG02000118.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.ACDG02000001-ACDG02000118.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.ACDG02000001-ACDG02000118.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.ACDG02000001-ACDG02000118.nuc.gbk;17;GL988012;GL988028;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.GL988012-GL988028.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.GL988012-GL988028.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.GL988012-GL988028.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32485/32485.GL988012-GL988028.nuc.gbk
Bacteroides sp. 3_1_33FAA;Gastrointestinal_tract;38353;4666;99;ACPS01000001;ACPS01000099;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.ACPS01000001-ACPS01000099.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.ACPS01000001-ACPS01000099.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.ACPS01000001-ACPS01000099.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.ACPS01000001-ACPS01000099.nuc.gbk;35;GG705227;GG705261;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.GG705227-GG705261.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.GG705227-GG705261.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.GG705227-GG705261.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38353/38353.GG705227-GG705261.nuc.gbk
Ruminococcus torques ATCC 27756;Gastrointestinal_tract;18153;5750;64;AAVP02000001;AAVP02000064;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.AAVP02000001-AAVP02000064.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.AAVP02000001-AAVP02000064.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.AAVP02000001-AAVP02000064.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.AAVP02000001-AAVP02000064.nuc.gbk;41;DS264343;DS264383;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.DS264343-DS264383.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.DS264343-DS264383.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.DS264343-DS264383.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18153/18153.DS264343-DS264383.nuc.gbk
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM;Gastrointestinal_tract;32049;2552;;;;;;;;1;AP010889;AP010889;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32049/32049.AP010889.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32049/32049.AP010889.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32049/32049.AP010889.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32049/32049.AP010889.nuc.gbk
Enterococcus faecalis TX1342;Gastrointestinal_tract;47185;5586;45;AEBJ01000001;AEBJ01000045;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.AEBJ01000001-AEBJ01000045.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.AEBJ01000001-AEBJ01000045.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.AEBJ01000001-AEBJ01000045.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.AEBJ01000001-AEBJ01000045.nuc.gbk;27;GL454559;GL454585;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.GL454559-GL454585.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.GL454559-GL454585.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.GL454559-GL454585.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47185/47185.GL454559-GL454585.nuc.gbk
Helicobacter pylori GAM115Ai;Gastrointestinal_tract;89221;3484;90;APDB01000001;APDB01000090;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.APDB01000001-APDB01000090.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.APDB01000001-APDB01000090.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.APDB01000001-APDB01000090.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.APDB01000001-APDB01000090.nuc.gbk;58;KB644350;KB644407;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.KB644350-KB644407.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.KB644350-KB644407.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.KB644350-KB644407.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89221/89221.KB644350-KB644407.nuc.gbk
Corynebacterium sp. HFH0082;Gastrointestinal_tract;72477;4240;14;AGEM01000001;AGEM01000014;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.AGEM01000001-AGEM01000014.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.AGEM01000001-AGEM01000014.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.AGEM01000001-AGEM01000014.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.AGEM01000001-AGEM01000014.nuc.gbk;1;KE150404;KE150404;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.KE150404.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.KE150404.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.KE150404.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72477/72477.KE150404.nuc.gbk
Escherichia coli MS 79-10;Gastrointestinal_tract;40701;5258;157;ADWR01000001;ADWR01000157;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40701/40701.ADWR01000001-ADWR01000157.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40701/40701.ADWR01000001-ADWR01000157.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40701/40701.ADWR01000001-ADWR01000157.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40701/40701.ADWR01000001-ADWR01000157.nuc.gbk;;;;;;;
Lactobacillus helveticus DSM 20075;Gastrointestinal_tract;34619;4156;235;ACLM01000001;ACLM01000235;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.ACLM01000001-ACLM01000235.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.ACLM01000001-ACLM01000235.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.ACLM01000001-ACLM01000235.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.ACLM01000001-ACLM01000235.nuc.gbk;49;GG700752;GG700800;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.GG700752-GG700800.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.GG700752-GG700800.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.GG700752-GG700800.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34619/34619.GG700752-GG700800.nuc.gbk
Ruminococcus sp. 5_1_39BFAA;Gastrointestinal_tract;32503;3516;3;ACII02000001;ACII02000003;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32503/32503.ACII02000001-ACII02000003.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32503/32503.ACII02000001-ACII02000003.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32503/32503.ACII02000001-ACII02000003.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32503/32503.ACII02000001-ACII02000003.nuc.gbk;;;;;;;
Helicobacter bilis ATCC 43879;Gastrointestinal_tract;32489;4538;77;ACDN02000001;ACDN02000077;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.ACDN02000001-ACDN02000077.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.ACDN02000001-ACDN02000077.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.ACDN02000001-ACDN02000077.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.ACDN02000001-ACDN02000077.nuc.gbk;9;KI392032;KI392040;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.KI392032-KI392040.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.KI392032-KI392040.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.KI392032-KI392040.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32489/32489.KI392032-KI392040.nuc.gbk
Fusobacterium periodonticum 2_1_31;Gastrointestinal_tract;32473;4750;61;ACDC03000001;ACDC03000061;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.ACDC03000001-ACDC03000061.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.ACDC03000001-ACDC03000061.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.ACDC03000001-ACDC03000061.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.ACDC03000001-ACDC03000061.nuc.gbk;6;KN173677;KN173682;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.KN173677-KN173682.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.KN173677-KN173682.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.KN173677-KN173682.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32473/32473.KN173677-KN173682.nuc.gbk
